N,P,K,temperature,humidity,ph,rainfall,label
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
7,11,32,29.25902906,95.11294697,5.5421691389999985,184.7624496,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.67113490000003,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.91715369999997,coconut
19,15,34,26.29644905,99.65809151,5.6858890660000005,215.9195049,coconut
0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut
31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000003,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,6,29,29.28725038,91.95614918,5.868285082000001,132.1491176,coconut
32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut
38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.73069909999995,coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.76508230000005,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.65163959999995,coconut
32,11,31,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut
1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut
6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut
15,28,32,28.84270971,99.64328526,6.2185718739999984,224.4016682,coconut
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut
25,12,26,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
26,9,32,25.9490364,94.73860514,6.470465614,144.15711090000005,coconut
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
19,30,30,29.56549169,91.40896307,5.826381164,224.83157290000003,coconut
31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
40,22,29,27.55821802,99.98187601,5.735364307,174.62564809999995,coconut
27,10,33,27.81132822,97.48410555,6.465906333,154.06212209999995,coconut
21,20,31,25.60033702,99.7240104,5.855457599,165.82487319999996,coconut
3,9,35,26.91641934,99.84671638,6.318552972999999,225.6323656,coconut
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
27,8,30,26.44600063,98.29937782,6.008386282999999,221.2258168,coconut
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
23,21,26,26.45488737,93.45042636,5.9014955439999985,149.2220255,coconut
37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut
24,55,43,29.38127145,72.49166517,7.107691208,95.4791816,turdal
28,56,44,34.62174055,71.79715572,6.690876487,85.0249355,turdal
36,51,42,34.62318199,64.62566142,6.196251283,86.2245515,turdal
27,68,50,31.94988813,63.35822338,6.941295303,61.3069047,turdal
25,52,35,31.98283753,60.71375268,6.408823768,96.3121893,turdal
39,69,30,30.06675249,67.78030676,6.882678747,75.6470306,turdal
28,56,41,25.19890745,65.67347485,7.232289432,77.2950565,turdal
39,68,45,32.46556177,72.78393735,7.069950333,82.5812786,turdal
34,58,32,27.54568516,69.71234134,7.33011251,82.4221934,turdal
21,66,48,29.33700489,60.07179505,6.532762164,81.1638496,turdal
28,52,50,26.07696364,68.40565947,7.159606859,82.8118437,turdal
20,52,32,27.47524111,70.84633451,6.915304641,71.3689645,turdal
34,57,35,27.65585913,73.00502895,7.287120163,65.1188884,turdal
28,55,48,33.30078601,62.21637411,6.681155725,82.9312234,turdal
38,61,50,34.06952765,66.30751115,6.579854497,65.6243645,turdal
29,68,40,33.80719471,60.5489243,6.906087068,78.4477919,turdal
29,57,30,30.77560494,60.71175308,7.391115058,75.7678757,turdal
29,63,47,34.64575605,74.5942783,7.350074262,82.7200656,turdal
20,65,33,32.07288068,71.79681463,7.000841322,94.9337783,turdal
34,52,50,29.88655962,68.03864631,6.664995383,94.4324837,turdal
22,66,37,25.65494433,70.16724003,6.260763489,67.5609994,turdal
20,52,47,29.28624445,72.49256325,6.190979513,72.2144743,turdal
34,60,40,26.19783436,70.93781108,6.878747283,85.6090316,turdal
31,62,43,32.28766746,60.59016367,7.140458688,75.2759953,turdal
40,67,36,34.81317674,61.27660627,7.260274116,62.987329,turdal
37,52,43,28.55107177,73.89996931,7.095875114,66.7764509,turdal
34,68,48,31.02947354,68.93742488,6.774992036,79.9852854,turdal
25,57,43,30.34160455,70.51370467,6.574897451,75.3390079,turdal
34,56,40,32.28571439,70.61415793,6.287736816,77.5110753,turdal
37,54,46,27.5488517,63.19585688,6.182211214,77.2558328,turdal
28,61,39,34.97642557,67.86676835,7.361247887,79.1046408,turdal
29,64,50,25.07207653,64.64152603,6.320389608,94.8100794,turdal
35,58,35,33.92793079,64.02940226,6.855683152,76.0164377,turdal
33,67,42,32.88535217,74.30234575,6.800583823,63.0828481,turdal
20,70,31,28.70071869,69.52122244,6.188417585,91.2453588,turdal
27,66,36,31.31649497,61.82528443,6.675557284,88.8365437,turdal
20,65,46,33.31113152,69.07545599,6.59537557,64.9010867,turdal
30,70,40,34.72366226,73.79179939,7.013512376,76.0321395,turdal
32,63,41,28.34778828,66.19096083,6.676254895,72.7890584,turdal
40,64,40,33.01959104,62.98310148,6.100881777,89.6175531,turdal
25,62,38,31.27086488,60.60953028,6.523090472,70.7069279,turdal
22,61,47,28.92842689,65.7823514,6.491926131,82.3633455,turdal
30,66,45,29.16118386,74.61390069,6.96024051,60.1256822,turdal
36,65,43,33.57811915,74.25728213,6.653252613,87.83726,turdal
22,53,49,34.66695868,64.07466316,7.098098619,64.5645091,turdal
37,57,48,28.15974611,73.82722091,6.43014597,87.3499595,turdal
26,62,30,25.67203746,63.99396249,7.337533422,67.0992992,turdal
22,50,41,33.34001396,72.63327418,6.044499372,60.2136333,turdal
28,58,37,30.47976784,71.40104999,7.306485011,85.8110608,turdal
40,57,43,29.66528156,60.08505597,7.325503523,94.0733883,turdal
35,60,34,31.06945334,63.64753517,7.341164285,73.8031287,turdal
22,62,35,30.22047091,74.95175683,6.713826602,90.5397928,turdal
25,63,35,31.32684529,72.70882569,6.262770785,66.2030569,turdal
23,50,31,29.13570048,72.38312722,6.85924327,72.8409308,turdal
25,52,50,34.44020158,66.07616633,6.407516485,88.9939808,turdal
26,53,43,30.78650712,70.8297381,6.257766151,92.5379636,turdal
23,59,44,30.61017919,60.56445522,6.935777394,91.643462,turdal
23,65,32,30.51210811,67.84963841,6.330502984,77.4673661,turdal
31,52,39,25.32308779,71.39346462,6.428504536,92.0743718,turdal
24,50,30,26.56137844,65.49336612,6.658829841,93.2442599,turdal
35,55,40,31.20059534,65.99122169,6.191644914,62.6182436,turdal
32,52,44,28.06392984,64.44725198,6.840579654,90.2030837,turdal
27,67,32,34.53335931,73.15489086,7.408587665,83.593587,turdal
23,52,40,30.21844153,65.23241171,7.336171258,93.9680319,turdal
39,57,42,31.43448251,60.00548942,7.307145312,96.1716723,turdal
22,52,35,34.25501665,61.03615751,6.582105573,94.6339342,turdal
34,69,50,25.30691039,62.65610168,7.148325536,68.9854177,turdal
25,66,33,28.21236967,64.16958944,6.702774995,64.7187394,turdal
29,57,34,29.6710568,73.73055718,7.496137856,64.1321516,turdal
29,58,43,25.08715541,74.6883178,7.35847452,94.7061664,turdal
20,60,45,33.22933961,70.93334534,7.28751889,62.3477281,turdal
38,58,32,26.13710389,67.72184543,7.318577698,84.841094,turdal
22,54,48,31.96258737,67.19487304,6.35458767,61.6014902,turdal
31,58,45,28.99256241,69.41170668,6.976980478,80.4093535,turdal
34,69,50,30.13045162,72.77831957,7.251675825,65.0578145,turdal
31,56,44,31.87022001,63.65532387,6.999378824,70.4311648,turdal
38,67,43,31.35378409,61.09574064,6.244006116,89.0012195,turdal
37,55,45,29.97661812,70.26363111,6.223213478,69.0827375,turdal
29,68,45,26.72685827,63.38415774,6.064890465,64.8654543,turdal
23,70,48,26.99282213,68.12317599,6.35130034,96.6470806,turdal
30,61,31,26.88001779,62.53662527,6.036000403,85.0651718,turdal
36,55,33,28.19393279,67.01836679,6.442305197,66.598732,turdal
36,50,43,33.16123466,73.04588546,6.550897031,77.9396422,turdal
37,58,50,33.02743671,70.97979089,6.436087006,97.5083173,turdal
35,70,41,27.92166906,63.33555462,6.342055066,72.8786665,turdal
24,60,31,30.05210588,73.47834481,6.250868527,63.4738408,turdal
22,60,39,34.940113,68.65195351,6.347038938,91.0223905,turdal
34,68,50,30.41148156,63.15262712,7.112566705,70.2735349,turdal
20,69,40,27.18735777,73.93153684,7.206477521,87.7062506,turdal
37,61,34,32.61005869,63.65643232,7.035944861,71.3522073,turdal
29,52,32,31.58061982,72.16614193,7.497895588,93.5247943,turdal
33,57,49,31.67564743,73.86396152,6.370669817,74.4848683,turdal
30,54,32,27.55542048,73.2146225,6.154782832,99.1001233,turdal
40,67,32,34.32435532,74.68374792,6.066222602,76.4340933,turdal
23,58,37,25.78013795,72.78956903,7.182050076,70.1381539,turdal
20,65,42,28.02004539,69.1408196,6.914433247,88.1122877,turdal
34,61,47,28.05776264,68.99489375,7.197473319,89.8739775,turdal
32,54,46,26.55875737,72.46772349,6.705635691,66.6088775,turdal
26,56,44,29.60081437,60.27239715,7.116989997,98.4387237,turdal
33,60,43,29.91583233,65.13403087,6.03365578,84.6780662,turdal
31,44,34,27.46045999,73.48791282,6.73185808,79.8740933,greengram
24,55,35,29.48353753,66.51002275,7.40542791,97.003163,greengram
20,44,21,34.90798417,68.78514088,7.035357322,70.2990932,greengram
28,57,32,32.10092001,77.15062162,7.296883735,90.496884,greengram
33,44,22,29.42929562,70.57979901,7.316036467,68.7924439,greengram
33,60,36,29.8103913,65.23803525,7.213917281,68.2679482,greengram
26,42,32,32.60873196,76.44001655,6.826937801,78.1655551,greengram
32,49,34,34.07629046,75.06208006,6.950202303,60.2342756,greengram
28,41,40,31.48314515,73.50403208,6.594786157,90.9917151,greengram
35,48,37,25.92186372,67.81236391,6.75371295,65.7438722,greengram
29,59,23,32.68196248,67.56480308,6.65600304,98.0175441,greengram
24,54,21,34.27328787,68.56941688,7.285015269,98.2628464,greengram
27,45,27,31.08199251,79.51476559,6.715610021,68.2295027,greengram
20,55,34,27.25768369,65.1192005,6.78737009,86.269785,greengram
39,50,29,28.95345659,68.22303642,6.559221273,97.2053317,greengram
33,44,21,25.73586163,69.72316917,7.150251757,99.1213031,greengram
26,54,21,28.12622246,76.66749521,6.668066261,61.0317437,greengram
37,42,24,27.4966652,74.24851309,6.776525353,90.3211262,greengram
39,59,28,26.77753931,67.5484038,7.35220175,63.8948247,greengram
25,55,26,26.34503375,73.83617375,7.315978837,78.2469828,greengram
23,60,31,29.31298449,69.37286428,7.01957595,70.051211,greengram
30,48,25,26.30800309,69.2705363,6.872289913,81.4883274,greengram
39,56,38,33.01860815,77.60292007,7.082654554,85.7951334,greengram
33,57,29,26.37082367,74.96119645,6.574912854,66.0972967,greengram
27,41,34,34.84206197,71.21635822,6.531742937,76.792527,greengram
38,47,40,34.18749682,66.01919161,7.120729641,95.8140309,greengram
20,46,23,25.658578,73.9791141,7.135317391,75.2950558,greengram
30,48,24,28.0579338,73.78553876,7.041276028,64.7043808,greengram
29,50,20,31.28263964,76.36053653,6.826111722,81.567074,greengram
36,52,30,27.36067367,76.21035863,6.929177149,64.1104163,greengram
37,58,27,31.39716863,75.55552539,7.42064482,71.3060365,greengram
30,56,23,34.21502077,66.70333393,7.494032045,62.6112367,greengram
39,40,37,30.7334615,67.33284188,6.699356165,68.1989512,greengram
21,50,22,27.30967924,65.57618073,7.16399692,63.36411,greengram
32,59,24,25.93094172,74.70364411,7.180542451,67.2205957,greengram
37,48,32,32.20714951,74.91346257,7.068452261,80.6873037,greengram
24,60,39,30.62950036,72.02226922,6.729551908,89.8575143,greengram
24,47,34,25.92581078,76.24277522,6.547934535,74.1215911,greengram
36,55,29,34.49845238,71.39066768,7.277083906,96.2735639,greengram
36,49,40,32.78605887,68.7927337,6.901889153,98.4807048,greengram
30,48,29,32.30560446,75.56922873,7.448373983,97.6224143,greengram
36,44,28,25.81877292,78.97615882,6.983289438,79.3672976,greengram
20,51,24,32.53086948,66.71320651,6.804384746,82.4169316,greengram
23,45,39,26.68847368,77.168819,7.447252896,96.2597441,greengram
20,55,22,26.8357847,73.52046946,7.054609371,96.5199776,greengram
40,60,34,34.08282383,68.37292624,6.545923491,84.2696239,greengram
36,60,21,26.0973216,66.16328758,7.389074261,96.2096696,greengram
34,42,26,25.0988868,67.87135408,7.193360901,90.3255365,greengram
31,49,36,34.25569889,75.52766691,6.716619646,68.6427011,greengram
26,47,36,33.49879331,69.06741284,6.835262041,89.7669857,greengram
35,53,20,26.18952589,66.83771991,6.888442233,73.1690383,greengram
26,40,38,27.81123753,69.43169075,7.201241338,99.0618023,greengram
38,47,30,31.81684619,67.58759355,7.442580976,78.5414852,greengram
39,53,32,31.72214468,79.91444372,6.636199349,98.0155794,greengram
38,56,39,28.45589867,78.99925038,6.729608721,64.8363819,greengram
29,41,23,27.33114407,71.19014417,7.13149399,98.708148,greengram
32,51,30,34.17034199,78.10454593,7.139706144,85.4858811,greengram
26,47,22,26.07588096,77.31954834,7.083897328,87.9336074,greengram
29,44,39,34.80018594,76.72368928,6.988640531,93.3111264,greengram
25,45,23,25.28058581,71.32821938,7.389498882,73.8055598,greengram
38,40,39,25.59882206,71.91135155,7.455692011,69.6661643,greengram
27,52,23,28.4344969,78.22037987,6.937770691,84.6227185,greengram
27,51,22,29.71031253,66.00022389,6.735872416,60.1122329,greengram
33,51,29,32.84527958,77.75920359,7.38354775,83.0425291,greengram
35,49,23,25.26960147,71.56780155,6.703314183,74.9835249,greengram
29,40,40,28.28602535,72.96257615,7.399032318,82.0712657,greengram
36,53,31,31.40223738,78.94297111,7.160508761,88.6626783,greengram
30,59,20,31.04900473,72.01036247,6.582632649,68.6583909,greengram
21,48,38,31.96421067,69.90086596,6.920642435,62.4242069,greengram
20,59,28,29.22343243,66.70094475,7.109152003,96.2738595,greengram
26,55,23,28.72673917,68.40398972,6.607960637,85.5492518,greengram
29,59,38,33.8836655,75.70758023,7.114326661,62.4401798,greengram
37,59,21,29.48147241,72.8341006,6.880121018,76.1385895,greengram
28,53,29,27.57938753,79.82761647,6.884444714,87.8096475,greengram
24,40,37,27.45526006,68.93392505,7.420077178,93.919247,greengram
28,46,35,33.26314641,76.04351096,6.919677033,96.1538529,greengram
26,44,21,34.97362921,76.80722125,7.268018247,61.677935,greengram
35,56,36,29.16090962,71.63385269,6.69657212,77.947001,greengram
40,41,30,25.00912927,65.72044105,7.137408213,67.7704862,greengram
26,58,30,30.70302139,66.50421473,6.978044439,96.328651,greengram
29,44,37,25.60435726,66.50185493,6.769009283,88.6706741,greengram
24,60,36,25.12837819,75.46594071,7.34245104,83.1129129,greengram
36,50,25,31.65551484,78.41019301,6.969656505,75.6744428,greengram
30,60,38,25.57783718,65.48533808,6.985624183,90.4041051,greengram
20,41,34,29.34646008,72.48343933,7.041702255,78.7198121,greengram
39,49,34,25.00575339,72.41041382,6.951394561,82.4162079,greengram
30,56,27,33.37146002,77.21169372,7.195552471,83.3447312,greengram
24,45,39,28.8556507,69.91446352,7.060206805,71.3159592,greengram
29,59,25,34.18943961,77.82551475,7.38270023,97.0494453,greengram
32,49,27,33.18346824,75.64868179,7.349401155,88.5206018,greengram
21,52,39,27.08381433,74.96911225,6.533041425,91.3717875,greengram
28,44,25,31.59291575,72.76853173,7.090275838,63.6246017,greengram
32,53,37,32.05902271,70.79482152,7.426170827,85.3393506,greengram
31,60,34,26.21659252,78.49964015,6.922174751,93.2980532,greengram
27,41,36,33.63950726,73.11070054,7.076700956,87.8706136,greengram
32,53,20,29.27207594,70.83244484,6.517286693,93.1687425,greengram
34,45,28,25.38315361,66.99864624,7.234123864,68.4989052,greengram
22,52,33,34.82914334,72.12346318,7.186785998,63.9200968,greengram
21,45,38,25.93300221,66.12722168,6.541983469,76.243071,greengram
39,57,23,31.92219303,70.23434559,7.497616319,83.2622778,greengram
116,61,112,24.37599408,71.22148263,6.539305896,121.312307,tomato
81,77,106,22.85967236,64.4572577,6.378893405,133.7645625,tomato
117,100,135,19.89924766,65.85524089,6.503816696,109.1497879,tomato
107,63,120,18.07496012,71.67821203,6.558389926,148.7603148,tomato
94,92,123,23.58220911,62.13733152,6.046075105,68.6285114,tomato
91,79,119,21.86355221,78.85130401,6.74748298,107.6627295,tomato
105,87,114,18.15343926,72.00923734,6.532223271,99.0571149,tomato
118,71,122,23.88902714,74.83874877,6.330991521,106.043996,tomato
93,99,109,22.98992174,79.05624402,6.457022625,113.3346841,tomato
105,80,129,22.80665126,62.56354943,6.967093624,61.2996939,tomato
89,62,138,25.52711659,64.92754705,6.61675894,128.0904724,tomato
103,62,101,22.31951106,73.00053098,6.059703843,135.1285708,tomato
98,80,126,19.4052851,76.50684135,6.885652188,134.5728452,tomato
112,96,111,23.81808799,79.4741927,6.403762943,107.9490617,tomato
103,85,106,23.2395807,69.8326456,6.164804059,102.3368858,tomato
95,62,121,22.30485268,78.86482596,6.529060302,133.9314183,tomato
115,100,127,18.97442576,66.42860836,6.266963958,124.4126276,tomato
103,98,107,24.12677216,69.29473821,6.886696921,114.289305,tomato
97,100,121,19.62103309,74.05964081,6.946059497,147.8447455,tomato
106,90,117,22.72796627,67.25718598,6.013470956,69.8374673,tomato
112,76,101,25.10255861,70.25795106,6.479329118,144.1397797,tomato
82,89,121,20.16721571,78.67952234,6.404617428,145.4237655,tomato
109,82,103,25.53887981,62.34013238,6.72859169,141.2664061,tomato
97,93,135,25.81776529,64.64267744,6.894419954,128.5457118,tomato
113,74,105,20.36509231,64.02913542,6.260406347,86.0016738,tomato
97,74,134,26.68522378,71.12960114,6.782245836,64.93742,tomato
107,81,116,25.8746262,61.22222119,6.234827474,103.0640325,tomato
106,74,104,20.3817197,60.44106156,6.104650129,147.5769832,tomato
82,85,118,26.2713211,68.54847452,6.747716603,99.5586945,tomato
118,61,139,19.16090621,61.82204834,6.724784608,73.0893098,tomato
104,61,136,21.24017463,77.91542592,6.98895925,136.220577,tomato
118,85,103,20.14723953,60.08314493,6.600973232,126.7420347,tomato
120,72,105,18.06308693,61.83855487,6.738076332,93.5596595,tomato
118,70,118,26.87053936,69.3347203,6.224236347,123.9169858,tomato
100,80,116,20.6765015,68.64768471,6.364269757,102.2187716,tomato
88,64,117,20.73731246,60.24359216,6.115065957,95.6717239,tomato
114,89,113,22.25692319,63.47076394,6.999783619,68.5647472,tomato
87,83,139,25.92536029,73.6511974,6.601700982,142.7114549,tomato
83,85,131,19.60056179,61.07036648,6.027784385,101.4197556,tomato
102,97,137,21.35870885,67.88899721,6.898444578,149.6897949,tomato
111,60,131,18.40080303,61.30853376,6.870011421,62.9164195,tomato
92,63,128,25.26950014,79.43495209,6.420216258,138.520658,tomato
90,80,132,24.51330117,79.77173009,6.971458792,105.5256723,tomato
113,72,112,26.48259122,69.73364728,6.518541327,88.8675102,tomato
102,66,135,26.36747451,69.20786895,6.161137951,147.4971195,tomato
118,94,110,23.47203471,73.35194972,6.230722159,68.7811851,tomato
100,69,118,18.37482535,67.03110956,6.307995521,135.7753831,tomato
117,62,116,23.43110456,62.48805124,6.391273715,112.8224051,tomato
93,79,108,22.52540979,76.76800184,6.474541652,96.4926152,tomato
83,79,134,25.0816388,60.30307207,6.769859274,133.6286299,tomato
92,95,123,18.61283747,76.13964472,6.905814766,142.0026141,tomato
104,88,110,22.67680894,65.26100345,6.969320954,108.6452591,tomato
96,99,104,19.62088888,72.58910236,6.344913902,128.9737072,tomato
95,76,130,26.14617436,72.30274792,6.279990044,125.916581,tomato
116,60,116,19.22430894,73.13076661,6.135562229,82.9473608,tomato
115,99,103,23.52659431,73.58046702,6.872897219,70.7727296,tomato
102,78,121,18.52388882,64.75739057,6.339751476,123.4493207,tomato
92,68,113,21.20871697,63.32746755,6.218408161,93.2282674,tomato
104,62,131,25.08072104,63.30983104,6.006640731,64.2424623,tomato
120,61,132,20.16471576,63.68780192,6.825387845,98.3871634,tomato
97,81,121,19.25521854,65.17999014,6.888088076,78.2767863,tomato
88,63,104,22.03149936,62.72470181,6.945283562,78.951472,tomato
102,60,116,20.78020066,73.3953275,6.641694299,143.8379749,tomato
116,69,128,20.84090454,72.00290842,6.83990727,148.0993642,tomato
112,66,125,19.30503661,62.58264128,6.951571627,126.1126121,tomato
95,100,122,23.04585829,79.68150722,6.171909069,100.704484,tomato
99,80,108,22.19013912,71.99810247,6.693091048,108.7928668,tomato
91,77,134,25.99731764,61.63572974,6.892860448,140.5391876,tomato
99,76,123,20.74750315,79.34082837,6.359672104,95.8286681,tomato
98,62,123,20.37596996,74.18957651,6.09515463,97.9520368,tomato
82,71,112,23.2090186,70.81021492,6.812140149,70.1851944,tomato
83,88,116,22.10059002,60.07134001,6.464474692,118.8742363,tomato
89,79,137,19.94496163,68.1630537,6.502810422,123.5426982,tomato
98,79,107,21.41366834,79.81621721,6.696724676,70.0863179,tomato
87,95,103,23.00127824,64.53301329,6.436638913,67.2082248,tomato
95,88,107,18.36846129,66.35533128,6.892721521,140.0407269,tomato
113,66,131,22.37079102,73.33420195,6.77244712,120.8660183,tomato
106,87,133,23.28148477,69.00665331,6.906161403,99.1641303,tomato
88,98,135,26.98346176,65.54968554,6.009977046,108.7183442,tomato
95,74,116,25.1908439,69.46527469,6.604314867,140.7703735,tomato
83,83,134,24.81609727,74.07422723,6.785451665,100.286499,tomato
120,74,123,20.10824511,75.69616914,6.685567124,76.462805,tomato
120,78,118,26.81567246,71.51076519,6.6578337,99.4349288,tomato
107,71,107,20.88779927,76.29000896,6.660964933,119.5636305,tomato
84,78,120,21.12447745,69.23058307,6.395636191,106.3927157,tomato
101,86,113,23.01150446,78.54289895,6.864093408,82.3745775,tomato
99,73,123,23.81073169,65.40343568,6.119246493,82.2804305,tomato
100,68,118,24.16151677,73.53688018,6.029532299,126.3575842,tomato
118,73,113,19.60133853,72.92531903,6.186488263,95.3263417,tomato
89,62,101,24.19463685,68.33247968,6.974627671,109.7511234,tomato
84,84,102,18.96233534,71.18066642,6.333230849,98.7325126,tomato
91,85,126,18.2509691,75.66700921,6.181965808,88.5898894,tomato
85,83,111,20.06526612,74.69012851,6.999773601,87.6525469,tomato
114,77,123,18.64857466,74.39168149,6.191926196,63.6708936,tomato
91,82,138,20.03806519,74.14626731,6.722085907,129.4660994,tomato
102,67,113,21.67577924,75.25965631,6.959772856,101.2915461,tomato
93,100,112,19.47231455,76.27476542,6.942996168,70.6581752,tomato
97,68,113,20.98382586,76.90808531,6.950956537,87.9690573,tomato
95,97,104,25.00794231,75.49347249,6.71311296,116.0582988,tomato
94,64,100,23.10405036,67.18454721,6.225704663,89.710747,tomato
108,50,78,18.05670746,68.67090465,6.595185457,93.022665,onion
117,53,75,19.11749531,69.95386934,6.819115434,57.3707592,onion
80,74,80,17.62033006,69.68792162,6.007292804,68.3279998,onion
101,56,67,16.79932977,69.99833719,6.678382433,53.3462358,onion
81,76,64,19.74792099,68.8159595,6.384538167,51.0378676,onion
109,54,63,20.75537867,64.45231511,6.908547458,53.3770551,onion
84,54,75,19.53778846,65.17277835,6.19935967,79.3026808,onion
104,77,72,24.27870273,64.7799738,6.628794131,90.5748633,onion
97,77,66,18.25655265,61.67066355,6.697248044,71.3158873,onion
113,63,75,21.28564275,62.22790062,6.391578468,94.2779174,onion
108,50,78,18.942279,61.08988151,6.622038584,64.6016056,onion
102,55,59,18.29128054,63.57163613,6.745303868,69.6551601,onion
