Commodity,ds,y
Tomato,2023-08-12,6781.410256410257
Tomato,2023-08-13,6384.545454545455
Tomato,2023-08-14,6837.433333333333
Tomato,2023-08-15,6742.68
Tomato,2023-08-16,6499.5
Tomato,2023-08-17,6071.666666666667
Tomato,2023-08-18,5349.6551724137935
Tomato,2023-08-19,5107.076923076923
Tomato,2023-08-20,4769.0
Tomato,2023-08-21,4727.850746268657
Tomato,2023-08-22,4270.153846153846
Tomato,2023-08-23,4140.746268656716
Tomato,2023-08-24,3964.3709677419356
Tomato,2023-08-25,3985.5625
Tomato,2023-08-26,3527.9848484848485
Tomato,2023-08-27,3467.5757575757575
Tomato,2023-08-28,3527.34375
Tomato,2023-08-29,3037.8571428571427
Tomato,2023-08-30,3104.0
Tomato,2023-08-31,3332.469696969697
Tomato,2023-09-01,2780.8823529411766
Tomato,2023-09-02,2662.6315789473683
Tomato,2023-09-03,2507.222222222222
Tomato,2023-09-04,2830.53125
Tomato,2023-09-05,2383.75
Tomato,2023-09-06,2392.867924528302
Tomato,2023-09-07,2519.0508474576272
Tomato,2023-09-08,2115.8607594936707
Tomato,2023-09-09,1935.4464285714287
Tomato,2023-09-10,2052.0
Tomato,2023-09-11,2194.818181818182
Tomato,2023-09-12,1962.65625
Tomato,2023-09-13,1884.095238095238
Tomato,2023-09-14,1942.5806451612902
Tomato,2023-09-15,1814.7179487179487
Tomato,2023-09-16,1731.4516129032259
Tomato,2023-09-17,1715.0
Tomato,2023-09-18,1773.984375
Tomato,2023-09-19,1738.4558823529412
Tomato,2023-09-20,1572.1830985915492
Tomato,2023-09-21,1551.5844155844156
Tomato,2023-09-22,1417.469696969697
Tomato,2023-09-23,1519.1666666666667
Tomato,2023-09-24,1403.0645161290322
Tomato,2023-09-25,1489.3870967741937
Tomato,2023-09-26,1492.0555555555557
Tomato,2023-09-27,1466.8857142857144
Tomato,2023-09-28,1541.1568627450981
Tomato,2023-09-29,1626.5833333333333
Tomato,2023-09-30,1560.8196721311476
Tomato,2023-10-01,1610.148148148148
Tomato,2023-10-02,1409.5555555555557
Tomato,2023-10-03,1418.3648648648648
Tomato,2023-10-04,1427.6153846153845
Tomato,2023-10-05,1715.5263157894738
Tomato,2023-10-06,1453.142857142857
Tomato,2023-10-07,1484.144927536232
Tomato,2023-10-08,1500.673076923077
Tomato,2023-10-09,1441.5753424657535
Tomato,2023-10-10,1377.467741935484
Tomato,2023-10-11,1498.3239436619717
Tomato,2023-10-12,1620.3714285714286
Tomato,2023-10-13,1423.0625
Tomato,2023-10-14,1385.8703703703704
Tomato,2023-10-15,1456.081081081081
Tomato,2023-10-16,1606.9
Tomato,2023-10-17,1442.878787878788
Tomato,2023-10-18,1539.1066666666666
Tomato,2023-10-19,1525.4714285714285
Tomato,2023-10-20,1543.9857142857143
Tomato,2023-10-21,1468.9056603773586
Tomato,2023-10-22,1427.3783783783783
Tomato,2023-10-23,1697.9555555555555
Tomato,2023-10-24,1724.3454545454545
Tomato,2023-10-25,1599.593220338983
Tomato,2023-10-26,1839.6666666666667
Tomato,2023-10-27,1676.536231884058
Tomato,2023-10-28,1947.7164179104477
Tomato,2023-10-29,1841.2093023255813
Tomato,2023-10-30,2004.0
Tomato,2023-10-31,1859.5714285714287
Tomato,2023-11-01,1978.3870967741937
Tomato,2023-11-02,1905.084745762712
Tomato,2023-11-03,1965.6103896103896
Tomato,2023-11-04,1947.3466666666666
Tomato,2023-11-05,1918.28125
Tomato,2023-11-06,2073.714285714286
